Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
22591908,01/25/2012 12:00 AM,01/25/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10128,1695 2 AVENUE,2 AVENUE,EAST 87 STREET,EAST 88 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,08 MANHATTAN,MANHATTAN,997837,223089,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77899359493101,-73.95094100436678,"(40.77899359493101, -73.95094100436678)"
22426936,12/31/2011 12:00 AM,12/31/2011 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10022,400 EAST 57 STREET,EAST 57 STREET,1 AVENUE,SUTTON PLACE,,,ADDRESS,NEW YORK,,N/A,Closed,,,06 MANHATTAN,MANHATTAN,994613,215497,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.758159897134526,-73.96259370386208,"(40.758159897134526, -73.96259370386208)"
23433698,06/16/2012 12:00 AM,06/16/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10029,,,,,EAST  110 STREET,2 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,,11 MANHATTAN,MANHATTAN,1000708,228262,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79318721548483,-73.94056192598961,"(40.79318721548483, -73.94056192598961)"
22363896,12/20/2011 12:00 AM,12/20/2011 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10028,320 EAST 86 STREET,EAST 86 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,08 MANHATTAN,MANHATTAN,997806,222572,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7775746141321,-73.95105398005762,"(40.7775746141321, -73.95105398005762)"
22638158,02/01/2012 12:00 AM,02/01/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10014,18 9 AVENUE,9 AVENUE,LITTLE WEST 12 STREET,WEST 13 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,02 MANHATTAN,MANHATTAN,982598,208920,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74011360831931,-74.0059614457069,"(40.74011360831931, -74.0059614457069)"
22609507,01/27/2012 12:00 AM,01/27/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10036,618 WEST 46 STREET,WEST 46 STREET,11 AVENUE,12 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,04 MANHATTAN,MANHATTAN,985073,217480,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.763608757992756,-73.99702905535511,"(40.763608757992756, -73.99702905535511)"
22681380,02/08/2012 12:00 AM,02/08/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10036,510 WEST 42 STREET,WEST 42 STREET,AMTRAK RAILROAD,11 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,04 MANHATTAN,MANHATTAN,985180,216206,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76011194486901,-73.99664297270249,"(40.76011194486901, -73.99664297270249)"
22424904,12/30/2011 12:00 AM,12/30/2011 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10002,253 BROOME STREET,BROOME STREET,LUDLOW STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,03 MANHATTAN,MANHATTAN,987030,200877,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.718037255561356,-73.98997135008608,"(40.718037255561356, -73.98997135008608)"
22609438,01/27/2012 12:00 AM,01/27/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10036,401 WEST 48 STREET,WEST 48 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,04 MANHATTAN,MANHATTAN,986941,217048,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76242265800744,-73.99028594206287,"(40.76242265800744, -73.99028594206287)"
23198851,05/09/2012 12:00 AM,05/09/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10040,112 DYCKMAN STREET,DYCKMAN STREET,NAGLE AVENUE,POST AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,12 MANHATTAN,MANHATTAN,1004992,253335,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86199639870839,-73.92501274901264,"(40.86199639870839, -73.92501274901264)"
22581771,01/23/2012 12:00 AM,01/23/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10012,130 WEST 3 STREET,WEST 3 STREET,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,N/A,Closed,,,02 MANHATTAN,MANHATTAN,984036,205505,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.730740427410105,-74.00077213676278,"(40.730740427410105, -74.00077213676278)"
23200938,05/09/2012 12:00 AM,05/09/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10014,234 WEST 4 STREET,WEST 4 STREET,WEST 10 STREET,CHARLES STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,02 MANHATTAN,MANHATTAN,983416,206820,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73434974274908,-74.00300933150363,"(40.73434974274908, -74.00300933150363)"
21602025,10/08/2011 12:00 AM,10/08/2011 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10009,171 AVENUE C,AVENUE C,EAST 10 STREET,EAST 11 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,10/08/2011 12:00 AM,03 MANHATTAN,MANHATTAN,990542,203853,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.726203855395745,-73.97729928112015,"(40.726203855395745, -73.97729928112015)"
21869898,11/13/2011 12:00 AM,11/13/2011 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10016,411 THIRD AVENUE,THIRD AVENUE,EAST 28 STREET,EAST 29 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,06 MANHATTAN,MANHATTAN,989652,209769,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74244240641559,-73.9805055353544,"(40.74244240641559, -73.9805055353544)"
23429085,06/15/2012 12:00 AM,06/15/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10029,,,,,EAST  110 STREET,2 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,,11 MANHATTAN,MANHATTAN,1000708,228262,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79318721548483,-73.94056192598961,"(40.79318721548483, -73.94056192598961)"
22466031,01/07/2012 12:00 AM,01/07/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10009,,,,,EAST    4 STREET,AVENUE B,INTERSECTION,NEW YORK,,N/A,Closed,,,03 MANHATTAN,MANHATTAN,989094,202787,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72327885555609,-73.98252424419375,"(40.72327885555609, -73.98252424419375)"
22659218,02/06/2012 12:00 AM,02/06/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10011,453 WEST 17 STREET,WEST 17 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,04 MANHATTAN,MANHATTAN,982595,210233,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.743717465597626,-74.00597259463365,"(40.743717465597626, -74.00597259463365)"
24236529,10/20/2012 12:00 AM,10/20/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10009,197 EAST 3 STREET,EAST 3 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,N/A,Closed,,,03 MANHATTAN,MANHATTAN,988811,202659,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72292767698116,-73.98354531334377,"(40.72292767698116, -73.98354531334377)"
21642190,10/13/2011 12:00 AM,10/13/2011 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10001,127 WEST 28 STREET,WEST 28 STREET,AVENUE OF THE AMERICAS,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/13/2011 12:00 AM,05 MANHATTAN,MANHATTAN,986614,211228,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74644833033657,-73.9914684033306,"(40.74644833033657, -73.9914684033306)"
22667280,02/06/2012 12:00 AM,02/06/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10016,365 3 AVENUE,3 AVENUE,EAST 26 STREET,EAST 27 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,06 MANHATTAN,MANHATTAN,989363,209246,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74100707353061,-73.98154886146948,"(40.74100707353061, -73.98154886146948)"
22654342,02/05/2012 12:00 AM,02/05/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10022,1015 2 AVENUE,2 AVENUE,EAST 53 STREET,EAST 54 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,06 MANHATTAN,MANHATTAN,993410,215102,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.757077051240785,-73.96693659170136,"(40.757077051240785, -73.96693659170136)"
22505366,01/13/2012 12:00 AM,01/13/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10027,697 WEST 133 STREET,WEST 133 STREET,BROADWAY,12 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,09 MANHATTAN,MANHATTAN,995730,237979,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81986556513444,-73.9585233555893,"(40.81986556513444, -73.9585233555893)"
22592007,01/25/2012 12:00 AM,01/25/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10009,211 AVENUE A,AVENUE A,EAST 13 STREET,EAST 14 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,03 MANHATTAN,MANHATTAN,989573,205174,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72983031433916,-73.98079426221011,"(40.72983031433916, -73.98079426221011)"
22593454,01/25/2012 12:00 AM,01/25/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10018,536 9 AVENUE,9 AVENUE,WEST 39 STREET,WEST 40 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,04 MANHATTAN,MANHATTAN,985988,215037,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75690321687881,-73.99372663184039,"(40.75690321687881, -73.99372663184039)"
22567435,01/22/2012 12:00 AM,01/22/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10014,139 WEST 10 STREET,WEST 10 STREET,GREENWICH AVENUE,WAVERLY PLACE,,,ADDRESS,NEW YORK,,N/A,Closed,,,02 MANHATTAN,MANHATTAN,984084,206913,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73460504260522,-74.00059898194664,"(40.73460504260522, -74.00059898194664)"
22521647,01/15/2012 12:00 AM,01/15/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10009,62 AVENUE C,AVENUE C,EAST 4 STREET,EAST 5 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,03 MANHATTAN,MANHATTAN,989817,202545,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72261419868281,-73.97991606884368,"(40.72261419868281, -73.97991606884368)"
22595397,01/25/2012 12:00 AM,01/25/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10011,453 WEST 17 STREET,WEST 17 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,04 MANHATTAN,MANHATTAN,982595,210233,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.743717465597626,-74.00597259463365,"(40.743717465597626, -74.00597259463365)"
22610654,01/29/2012 12:00 AM,01/29/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10003,136 2 AVENUE,2 AVENUE,ST MARK'S PLACE,EAST 9 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,03 MANHATTAN,MANHATTAN,987715,204805,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.728818422499614,-73.98749823959777,"(40.728818422499614, -73.98749823959777)"
21919857,11/19/2011 12:00 AM,11/19/2011 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10012,237 SULLIVAN STREET,SULLIVAN STREET,BLEECKER STREET,WEST 3 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,02 MANHATTAN,MANHATTAN,984357,205144,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72974957268947,-73.99961393735919,"(40.72974957268947, -73.99961393735919)"
22577379,01/23/2012 12:00 AM,01/23/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10014,1 9 AVENUE,9 AVENUE,GANSEVOORT STREET,LITTLE WEST 12 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,02 MANHATTAN,MANHATTAN,982465,208676,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73944386307194,-74.00644132785885,"(40.73944386307194, -74.00644132785885)"
23186365,05/07/2012 12:00 AM,05/07/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10002,154 ORCHARD STREET,ORCHARD STREET,RIVINGTON STREET,STANTON STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,03 MANHATTAN,MANHATTAN,987339,201879,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.720787401897894,-73.9888561949954,"(40.720787401897894, -73.9888561949954)"
22611627,01/28/2012 12:00 AM,01/28/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10019,309 WEST 57 STREET,WEST 57 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,04 MANHATTAN,MANHATTAN,988832,218705,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.766969917281614,-73.98345862034998,"(40.766969917281614, -73.98345862034998)"
22352071,12/18/2011 12:00 AM,12/18/2011 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10013,52 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,,01 MANHATTAN,MANHATTAN,983333,201224,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.718990076428625,-74.00330805878592,"(40.718990076428625, -74.00330805878592)"
22602947,01/27/2012 12:00 AM,01/27/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10027,435 WEST 119 STREET,WEST 119 STREET,MORNINGSIDE DRIVE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,09 MANHATTAN,MANHATTAN,995708,233778,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.808335023253626,-73.95861001208962,"(40.808335023253626, -73.95861001208962)"
24235545,10/20/2012 12:00 AM,10/20/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10012,144 SULLIVAN STREET,SULLIVAN STREET,PRINCE STREET,WEST HOUSTON STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,02 MANHATTAN,MANHATTAN,983716,204151,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.727024014513745,-74.001926626341,"(40.727024014513745, -74.001926626341)"
21665975,10/15/2011 12:00 AM,10/15/2011 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10025,2790 BROADWAY,BROADWAY,WEST 107 STREET,WEST 108 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,10/15/2011 12:00 AM,07 MANHATTAN,MANHATTAN,993194,231691,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.802609686214815,-73.96769416954233,"(40.802609686214815, -73.96769416954233)"
24214765,10/17/2012 12:00 AM,10/17/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10027,,,,,MANHATTAN AVENUE,WEST  123 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,,10 MANHATTAN,MANHATTAN,997101,234195,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.809477656212664,-73.95357724984451,"(40.809477656212664, -73.95357724984451)"
24223618,10/18/2012 12:00 AM,10/18/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10012,144 SULLIVAN STREET,SULLIVAN STREET,PRINCE STREET,WEST HOUSTON STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,02 MANHATTAN,MANHATTAN,983716,204151,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.727024014513745,-74.001926626341,"(40.727024014513745, -74.001926626341)"
22657744,02/05/2012 12:00 AM,02/05/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10011,453 WEST 17 STREET,WEST 17 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,04 MANHATTAN,MANHATTAN,982595,210233,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.743717465597626,-74.00597259463365,"(40.743717465597626, -74.00597259463365)"
22677694,02/08/2012 12:00 AM,02/08/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10036,510 WEST 42 STREET,WEST 42 STREET,AMTRAK RAILROAD,11 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,04 MANHATTAN,MANHATTAN,985180,216206,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76011194486901,-73.99664297270249,"(40.76011194486901, -73.99664297270249)"
22718115,02/15/2012 12:00 AM,02/15/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10003,64 EAST 1 STREET,EAST 1 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,03 MANHATTAN,MANHATTAN,987254,202897,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.723581595109145,-73.98916238466072,"(40.723581595109145, -73.98916238466072)"
24227778,10/18/2012 12:00 AM,10/18/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10031,3628 BROADWAY,BROADWAY,WEST 149 STREET,WEST 150 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,09 MANHATTAN,MANHATTAN,998537,241402,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82925663237593,-73.94837452376649,"(40.82925663237593, -73.94837452376649)"
23335735,05/31/2012 12:00 AM,05/31/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10016,360 3 AVENUE,3 AVENUE,EAST 26 STREET,EAST 27 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,06 MANHATTAN,MANHATTAN,989333,209204,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.740891811275766,-73.98165715335558,"(40.740891811275766, -73.98165715335558)"
22611444,01/28/2012 12:00 AM,01/28/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10009,500 EAST 11 STREET,EAST 11 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,N/A,Closed,,,03 MANHATTAN,MANHATTAN,989392,204614,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72829335822963,-73.98144775014637,"(40.72829335822963, -73.98144775014637)"
22657806,02/04/2012 12:00 AM,02/04/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10013,52 WALKER STREET,WALKER STREET,CHURCH STREET,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,,01 MANHATTAN,MANHATTAN,983333,201224,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.718990076428625,-74.00330805878592,"(40.718990076428625, -74.00330805878592)"
23699550,07/28/2012 12:00 AM,07/28/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10001,127 WEST 28 STREET,WEST 28 STREET,AVENUE OF THE AMERICAS,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,05 MANHATTAN,MANHATTAN,986614,211228,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74644833033657,-73.9914684033306,"(40.74644833033657, -73.9914684033306)"
24218932,10/18/2012 12:00 AM,10/18/2012 12:00 AM,3-1-1,3-1-1 Call Center,Noise Survey,People Created Noise,Bar/Restaurant,10009,25 AVENUE B,AVENUE B,EAST 2 STREET,EAST 3 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,03 MANHATTAN,MANHATTAN,988903,202436,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.722315548012524,-73.98321355978932,"(40.722315548012524, -73.98321355978932)"
